1,1,314.4,0.0,399.06000000000006,115.5,1,1,1.0
1,2,89.4,0.0,230.99999999999997,63.2,1,1,1.0
1,3,46.54,57.7,136.16,65.39999999999999,1,1,1.0
1,4,0.0,10.0,19.62,36.92,1,1,1.0
2,1,313.15,0.0,400.31000000000006,116.2,1,1,1.0
2,2,90.5,0.0,228.87,62.8,1,1,1.0
2,3,31.15,55.39,127.75,60.81,1,1,1.0
2,4,0.0,10.0,11.9,36.92,1,1,1.0
3,1,311.9,0.0,401.56000000000006,116.9,1,1,1.0
3,2,88.7,0.0,229.63,64.1,1,1,1.0
3,3,16.54,52.31,120.06,60.81,1,1,1.0
3,4,0.0,10.0,3.4,36.92,1,1,1.0
4,1,311.9,0.0,399.28,116.76,1,1,1.0
4,2,89.7,0.0,227.60000000000002,65.4,1,1,1.0
4,3,0.38,50.8,116.22,55.400000000000006,1,1,1.0
5,1,311.9,0.0,397.0,116.61,1,1,1.0
5,2,88.7,0.0,228.60000000000002,65.4,1,1,1.0
5,3,0.0,46.96,97.37,55.38999999999999,1,1,1.0
6,1,311.9,0.0,397.14,114.2,1,1,1.0
6,2,89.1,0.0,228.20000000000002,63.7,1,1,1.0
6,3,0.0,42.25,76.65,55.400000000000006,1,1,1.0
7,1,311.9,0.0,397.2900000000001,114.13,1,1,1.0
7,2,88.0,0.0,229.3,66.0,1,1,1.0
7,3,0.0,42.25,64.4,53.55,1,1,1.0
8,1,311.9,0.0,397.43000000000006,114.06,1,1,1.0
8,2,89.2,0.0,228.10000000000002,65.4,1,1,1.0
8,3,0.0,39.42,47.4,53.55,1,1,1.0
9,1,311.9,0.0,397.57000000000005,113.99,1,1,1.0
9,2,89.15,0.0,228.15,63.1,1,1,1.0
9,3,0.0,39.42,33.3,53.55,1,1,1.0
10,1,311.9,0.0,397.71000000000004,113.92,1,1,1.0
10,2,89.1,0.0,228.20000000000002,63.7,1,1,1.0
10,3,0.0,39.42,17.3,53.55,1,1,1.0
10,5,911.05,185.3,48.950000000000045,81.0,1,1,1.0
11,1,311.9,0.0,397.86,113.85,1,1,1.0
11,2,93.3,0.0,224.0,65.4,1,1,1.0
11,5,866.7,180.4,93.29999999999995,89.20000000000002,1,1,1.0
12,1,311.9,0.0,398.0,113.77,1,1,1.0
12,2,93.3,0.0,224.0,65.15,1,1,1.0
12,5,818.7,163.3,141.29999999999995,106.30000000000001,1,1,1.0
13,1,311.9,0.0,398.14,113.7,1,1,1.0
13,2,93.3,0.0,224.0,64.9,1,1,1.0
13,5,773.9,156.0,186.10000000000002,113.60000000000002,1,1,1.0
14,1,311.9,0.0,398.28,113.63,1,1,1.0
14,2,93.3,0.0,224.0,64.62,1,1,1.0
14,5,732.4,147.9,227.60000000000002,128.20000000000002,1,1,1.0
14,6,0.0,168.5,28.61,58.59,1,1,1.0
15,1,311.9,0.0,398.43000000000006,113.56,1,1,1.0
15,2,93.3,0.0,224.0,64.34,1,1,1.0
15,5,690.9,141.4,269.1,127.4,1,1,1.0
15,6,0.0,168.5,37.6,74.1,1,1,1.0
16,1,311.9,0.0,398.57000000000005,113.49,1,1,1.0
16,2,93.3,0.0,224.0,64.06,1,1,1.0
16,5,649.36,126.75,287.88,127.4,1,1,1.0
16,6,0.0,162.0,56.3,87.9,1,1,1.0
17,1,311.9,0.0,398.71000000000004,113.42,1,1,1.0
17,2,93.3,0.0,224.0,63.78,1,1,1.0
17,5,609.47,118.6,279.73,127.4,1,1,1.0
17,6,0.0,162.0,79.1,109.10000000000002,1,1,1.0
18,1,311.9,0.0,398.85,113.35,1,1,1.0
18,2,93.3,0.0,224.0,63.5,1,1,1.0
18,5,578.53,108.83,263.47,127.39999999999999,1,1,1.0
18,6,0.0,162.0,97.8,120.5,1,1,1.0
19,1,311.9,0.0,399.0,113.28,1,1,1.0
19,2,93.3,0.0,224.0,63.34,1,1,1.0
19,5,543.52,112.1,256.18000000000006,113.55000000000001,1,1,1.0
19,6,0.0,171.0,119.8,122.89999999999998,1,1,1.0
20,1,311.9,0.0,399.14,113.21,1,1,1.0
20,2,93.3,0.0,224.0,63.18,1,1,1.0
20,5,511.77,110.5,245.63,102.12,1,1,1.0
20,6,0.0,178.3,145.0,130.3,1,1,1.0
21,1,311.9,0.0,399.28,113.14,1,1,1.0
21,2,93.3,0.0,224.0,63.03,1,1,1.0
21,5,481.65,104.8,236.64999999999998,102.11999999999999,1,1,1.0
21,6,0.0,186.5,167.0,134.3,1,1,1.0
22,1,311.9,0.0,399.4200000000001,113.06,1,1,1.0
22,2,93.3,0.0,224.0,62.87,1,1,1.0
22,5,449.09,97.5,232.61000000000007,97.19999999999999,1,1,1.0
22,6,0.81,193.83,197.1,144.06999999999996,1,1,1.0
23,1,311.9,0.0,399.57000000000005,112.99,1,1,1.0
23,2,93.3,0.0,224.0,62.71,1,1,1.0
23,5,423.59,93.8,220.81,92.77,1,1,1.0
23,6,12.27,206.0,217.03,145.89999999999998,1,1,1.0
24,1,311.9,0.0,399.71000000000004,112.92,1,1,1.0
24,2,93.3,0.0,224.0,62.55,1,1,1.0
24,5,397.36,91.6,208.24,89.43,1,1,1.0
24,6,33.33,211.54,230.37,160.35999999999999,1,1,1.0
25,1,311.9,0.0,399.85,112.85,1,1,1.0
25,2,93.3,0.0,224.0,62.39,1,1,1.0
25,5,374.1,86.06,200.45999999999992,89.43,1,1,1.0
25,6,56.23,220.78,248.47,169.92,1,1,1.0
26,1,311.9,0.0,399.99,112.78,1,1,1.0
26,2,93.3,0.0,224.0,62.24,1,1,1.0
26,5,347.13,81.62,200.46000000000004,86.88,1,1,1.0
26,6,82.84,232.97,260.65999999999997,178.83,1,1,1.0
27,1,311.9,0.0,400.14,112.71,1,1,1.0
27,2,93.3,0.0,224.0,62.08,1,1,1.0
27,5,328.5,79.03,184.5,82.97,1,1,1.0
27,6,109.66,242.92,276.64,192.68000000000004,1,1,1.0
28,1,311.9,0.0,400.28,112.64,1,1,1.0
28,2,93.3,0.0,224.0,61.92,1,1,1.0
28,5,305.57,71.24,178.43,82.97000000000001,1,1,1.0
28,6,139.95,256.77,300.05,204.73000000000002,1,1,1.0
29,1,311.9,0.0,400.4200000000001,112.57,1,1,1.0
29,2,93.3,0.0,224.0,61.76,1,1,1.0
29,5,284.8,67.78,172.8,82.97,1,1,1.0
29,6,172.41,271.48,322.59000000000003,220.71999999999997,1,1,1.0
29,7,910.39,180.0,49.610000000000014,75.38999999999999,1,1,1.0
30,1,311.9,0.0,400.56000000000006,112.5,1,1,1.0
30,2,93.3,0.0,224.0,61.61,1,1,1.0
30,5,268.4,66.48,165.0,78.61999999999999,1,1,1.0
30,6,210.92,286.63,346.38,234.97000000000003,1,1,1.0
30,7,858.03,170.8,101.20000000000005,81.50999999999999,1,1,1.0
31,1,311.9,0.0,400.71000000000004,112.43,1,1,1.0
31,2,93.3,0.0,224.0,61.45,1,1,1.0
31,5,247.1,63.61,162.50000000000003,76.19000000000001,1,1,1.0
31,6,250.17,301.85,383.23,238.14999999999998,1,1,1.0
31,7,806.5,151.6,152.73000000000002,100.71000000000001,1,1,1.0
32,1,311.9,0.0,400.85,112.35,1,1,1.0
32,2,93.3,0.0,224.0,61.29,1,1,1.0
32,5,231.08,62.0,154.52,73.0,1,1,1.0
32,6,295.83,317.07,405.67,222.93,1,1,1.0
32,7,764.6,137.6,194.63,117.80000000000001,1,1,1.0
33,1,311.9,0.0,400.99,112.28,1,1,1.0
33,2,93.3,0.0,224.0,61.13,1,1,1.0
33,5,212.3,57.17,153.39999999999998,72.99,1,1,1.0
33,6,348.49,338.02,419.61,201.98000000000002,1,1,1.0
33,7,724.3,126.3,235.70000000000005,119.97000000000001,1,1,1.0
34,1,311.9,0.0,401.13,112.21,1,1,1.0
34,2,93.3,0.0,224.0,60.97,1,1,1.0
34,5,197.79,55.02,148.60999999999999,72.98999999999998,1,1,1.0
34,6,402.75,361.12,465.25,178.88,1,1,1.0
34,7,686.7,119.3,258.78999999999996,115.67999999999999,1,1,1.0
35,1,311.9,0.0,401.28,112.14,1,1,1.0
35,2,93.3,0.0,224.0,60.82,1,1,1.0
35,5,181.95,50.15,142.55,72.99000000000001,1,1,1.0
35,6,470.99,383.06,465.24,156.94,1,1,1.0
